Owner,API #,Longitude,Latitude,Property #,Lease / Well Name,Tank MID,Tank Name,Tank Nbr,Tank Size,BBLS Per Inch,SEC,TWP,RNG,COUNTY
"Continental Resources, Inc.",3305303179,-103.2963134,47.9630085,210181,Lansing 1-25H,5084,Lansing - Tank 2,2,404.66,1.686083333,25,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303179,-103.2963134,47.9630085,210181,Lansing 1-25H,5085,Lansing - Tank 3,3,404.66,1.686083333,25,152N,099W,MC KENZIE
"Continental Resources, Inc.",3310502010,-103.137568,48.5760551,210192,Magnuson 1-19H,7223,Magnuson - Tank 1,1,400.37856,1.668244,19,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502010,-103.137568,48.5760551,210192,Magnuson 1-19H,7224,Magnuson - Tank 2,2,400.37856,1.668244,19,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502010,-103.137568,48.5760551,210192,Magnuson 1-19H,7225,Magnuson - Tank 3,3,400.37856,1.668244,19,159N,096W,WILLIAMS
"Continental Resources, Inc.",3302501127,-102.9100809,47.431476,210211,Rhonda 2-28H,5270,Rhonda 2 - Tank 1 (50983),1,404.45,1.685208333,28,146N,096W,DUNN
"Continental Resources, Inc.",3302501127,-102.9100809,47.431476,210211,Rhonda 2-28H,5271,Rhonda 2 - Tank 2 (50791),2,404.56,1.685666667,28,146N,096W,DUNN
"Continental Resources, Inc.",3302501127,-102.9100809,47.431476,210211,Rhonda 2-28H,5272,Rhonda 2 - Tank 3 (50791),3,404.61,1.685875,28,146N,096W,DUNN
"Continental Resources, Inc.",3302501171,-102.8684896,47.548647,210212,Colter 2-14H,5631,Colter 2 - Tank 1,1,400.37856,1.668244,14,147N,096W,DUNN
"Continental Resources, Inc.",3302501171,-102.8684896,47.548647,210212,Colter 2-14H,5632,Colter 2 - Tank 2,2,400.37856,1.668244,14,147N,096W,DUNN
"Continental Resources, Inc.",3302501171,-102.8684896,47.548647,210212,Colter 2-14H,5633,Colter 2 - Tank 3,3,400.37856,1.668244,14,147N,096W,DUNN
"Continental Resources, Inc.",3302501184,-102.8175775,47.4144946,210213,Dolezal 2-5H,5417,Dolezal 2 - Tank (1) 51263,1,404.72,1.686333333,5,145N,095W,DUNN
"Continental Resources, Inc.",3302501184,-102.8175775,47.4144946,210213,Dolezal 2-5H,5418,Dolezal 2 - Tank (2) 51267,2,404.66,1.686083333,5,145N,095W,DUNN
"Continental Resources, Inc.",3302501184,-102.8175775,47.4144946,210213,Dolezal 2-5H,5419,Dolezal 2 - Tank (3) 51505,3,404.56,1.685666667,5,145N,095W,DUNN
"Continental Resources, Inc.",3310501888,-104.0146028,48.2079501,210214,Nadeau 1-35H,5184,Nadeau - Tank 1 (50959),1,404.56,1.685666667,35,155N,104W,WILLIAMS
"Continental Resources, Inc.",3310501888,-104.0146028,48.2079501,210214,Nadeau 1-35H,5185,Nadeau - Tank 2 (50964),2,404.61,1.685875,35,155N,104W,WILLIAMS
"Continental Resources, Inc.",3310501888,-104.0146028,48.2079501,210214,Nadeau 1-35H,5186,Nadeau - Tank 3 (50960),3,404.56,1.685666667,35,155N,104W,WILLIAMS
"Continental Resources, Inc.",2508322852,-104.5188384,48.0410451,210217,Baxter 1-5H,5068,Baxter - Tank 1,1,404.61,1.685875,5,026N,056E,RICHLAND
"Continental Resources, Inc.",2508322852,-104.5188384,48.0410451,210217,Baxter 1-5H,5069,Baxter - Tank 2,2,404.66,1.686083333,5,026N,056E,RICHLAND
"Continental Resources, Inc.",2508322852,-104.5188384,48.0410451,210217,Baxter 1-5H,5070,Baxter - Tank 3,3,404.61,1.685875,5,026N,056E,RICHLAND
"Continental Resources, Inc.",3310501935,-103.4668257,48.0666344,210221,Bud 1-19H,5351,Bud - Tank (1) 51750,1,404.45,1.685208333,19,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310501935,-103.4668257,48.0666344,210221,Bud 1-19H,5352,Bud - Tank (2) 51757,2,404.66,1.686083333,19,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310501935,-103.4668257,48.0666344,210221,Bud 1-19H,5353,Bud - Tank (3) 51760,3,404.61,1.685875,19,153N,099W,WILLIAMS
"Continental Resources, Inc.",3305303202,-102.7167066,48.0219648,210226,Hendrickson 2-36H,5140,Hendrickson 2 - Tank 1,1,404.71626,1.68631775,36,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303202,-102.7167066,48.0219648,210226,Hendrickson 2-36H,5141,Hendrickson 2 - Tank 2,2,404.71751,1.686322958,36,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303202,-102.7167066,48.0219648,210226,Hendrickson 2-36H,5142,Hendrickson 2 - Tank 3,3,404.61066,1.68587775,36,153N,094W,MC KENZIE
"Continental Resources, Inc.",2508322855,-104.8235643,48.0402482,210234,Tolksdorf 1-1H,5159,Tolksdorf 1-1H Tank 1,1,404.61,1.685875,1,026N,053E,RICHLAND
"Continental Resources, Inc.",2508322855,-104.8235643,48.0402482,210234,Tolksdorf 1-1H,5160,Tolksdorf 1-1H Tank 2,2,404.66,1.686083333,1,026N,053E,RICHLAND
"Continental Resources, Inc.",2508322855,-104.8235643,48.0402482,210234,Tolksdorf 1-1H,5161,Tolksdorf 1-1H Tank 3,3,404.61,1.685875,1,026N,053E,RICHLAND
"Continental Resources, Inc.",3305303547,-103.4147128,47.9942081,210237,Kuhn 1-12H,5728,Kuhn - Tank 1,1,400.37856,1.668244,12,152N,100W,MC KENZIE
"Continental Resources, Inc.",3305303547,-103.4147128,47.9942081,210237,Kuhn 1-12H,5729,Kuhn - Tank 2,2,400.37856,1.668244,12,152N,100W,MC KENZIE
"Continental Resources, Inc.",3305303547,-103.4147128,47.9942081,210237,Kuhn 1-12H,5730,Kuhn - Tank 3,3,400.37856,1.668244,12,152N,100W,MC KENZIE
"Continental Resources, Inc.",3305303541,-103.4202035,47.9923837,210238,Patterson 1-13H,6068,Patterson - Tank 1,1,400.37856,1.668244,24,152N,100W,MC KENZIE
"Continental Resources, Inc.",3305303541,-103.4202035,47.9923837,210238,Patterson 1-13H,6069,Patterson - Tank 2,2,400.37856,1.668244,24,152N,100W,MC KENZIE
"Continental Resources, Inc.",3305303541,-103.4202035,47.9923837,210238,Patterson 1-13H,6070,Patterson - Tank 3,3,400.37856,1.668244,24,152N,100W,MC KENZIE
"Continental Resources, Inc.",3310502102,-103.4675656,48.0686102,210239,Stangeland 1-18H,5962,Stangeland - Tank 1,1,404.71626,1.68631775,18,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502102,-103.4675656,48.0686102,210239,Stangeland 1-18H,5963,Stangeland - Tank 2,2,404.71626,1.68631775,18,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502102,-103.4675656,48.0686102,210239,Stangeland 1-18H,5964,Stangeland - Tank 3,3,404.71626,1.68631775,18,153N,099W,WILLIAMS
"Continental Resources, Inc.",3305303281,-103.3339714,47.9631092,210241,Akron 1-27H,5427,Akron - Tank 1,1,404.66,1.686083333,27,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303281,-103.3339714,47.9631092,210241,Akron 1-27H,5428,Akron - Tank 2,2,404.61,1.685875,27,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303281,-103.3339714,47.9631092,210241,Akron 1-27H,5429,Akron - Tank 3,3,404.56,1.685666667,27,152N,099W,MC KENZIE
"Continental Resources, Inc.",3310502050,-103.4179539,48.1103594,210242,Brogger 1-4H,5703,Brogger - Tank 1,1,405.66074,1.690253083,4,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502050,-103.4179539,48.1103594,210242,Brogger 1-4H,5704,Brogger - Tank 2,2,405.49821,1.689575875,4,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502050,-103.4179539,48.1103594,210242,Brogger 1-4H,5705,Brogger - Tank 3,3,405.55363,1.689806792,4,153N,099W,WILLIAMS
"Continental Resources, Inc.",3305303358,-103.339175,47.9645208,210243,Charlotte 1-22H,5530,Charlotte 1-22 - Tank 1 (52348),1,404.77,1.686541667,22,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303358,-103.339175,47.9645208,210243,Charlotte 1-22H,5531,Charlotte 1-22 - Tank 2 (51515),2,404.72,1.686333333,22,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303358,-103.339175,47.9645208,210243,Charlotte 1-22H,5532,Charlotte 1-22 - Tank 3 (51792),3,404.72,1.686333333,22,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303322,-103.3980898,47.9647611,210245,Pittsburgh 1-19H,5525,Pittsburgh - Tank 1,1,404.77,1.686541667,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303322,-103.3980898,47.9647611,210245,Pittsburgh 1-19H,5526,Pittsburgh - Tank 2,2,404.66,1.686083333,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303322,-103.3980898,47.9647611,210245,Pittsburgh 1-19H,5527,Pittsburgh - Tank 3,3,404.77,1.686541667,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303357,-103.2960339,47.9645841,210246,Steele 1-24H,5698,Steele - Tank 1,1,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303357,-103.2960339,47.9645841,210246,Steele 1-24H,5699,Steele - Tank 2,2,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303357,-103.2960339,47.9645841,210246,Steele 1-24H,5700,Steele - Tank 3,3,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303310,-103.3181401,47.9642793,210247,Syracuse 1-23H,5595,Syracuse - Tank 1,1,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303310,-103.3181401,47.9642793,210247,Syracuse 1-23H,5596,Syracuse - Tank 2,2,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303310,-103.3181401,47.9642793,210247,Syracuse 1-23H,5597,Syracuse - Tank 3,3,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3310502045,-103.3585791,48.082743,210260,Winston 1-12H,5566,Winston - Tank 1 (51805),1,404.66,1.686083333,12,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502045,-103.3585791,48.082743,210260,Winston 1-12H,5567,Winston - Tank 2 (51834),2,404.66,1.686083333,12,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502045,-103.3585791,48.082743,210260,Winston 1-12H,5568,Winston - Tank 3 (51835),3,404.77,1.686541667,12,153N,099W,WILLIAMS
"Continental Resources, Inc.",3302300749,-103.111335,48.8067352,210276,Hampton 1-2H,6833,Hampton - Tank 1,1,400.37856,1.668244,2,161N,096W,DIVIDE
"Continental Resources, Inc.",3302300749,-103.111335,48.8067352,210276,Hampton 1-2H,6834,Hampton - Tank 2,2,400.37856,1.668244,2,161N,096W,DIVIDE
"Continental Resources, Inc.",3302300749,-103.111335,48.8067352,210276,Hampton 1-2H,6835,Hampton - Tank 3,3,400.37856,1.668244,2,161N,096W,DIVIDE
"Continental Resources, Inc.",3310502003,-103.098441,48.5473615,210284,Greenawalt 1-33H,5877,Greenawalt - Tank 1,1,400.37856,1.668244,33,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502003,-103.098441,48.5473615,210284,Greenawalt 1-33H,5878,Greenawalt - Tank 2,2,400.37856,1.668244,33,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502003,-103.098441,48.5473615,210284,Greenawalt 1-33H,5879,Greenawalt - Tank 3,3,400.37856,1.668244,33,159N,096W,WILLIAMS
"Continental Resources, Inc.",3305303265,-103.1330343,47.4143388,210295,Lazorenko 1-2H,6567,Lazorenko - Tank 1,1,400.37856,1.668244,2,145N,098W,MC KENZIE
"Continental Resources, Inc.",3305303265,-103.1330343,47.4143388,210295,Lazorenko 1-2H,6568,Lazorenko - Tank 2,2,400.37856,1.668244,2,145N,098W,MC KENZIE
"Continental Resources, Inc.",3305303265,-103.1330343,47.4143388,210295,Lazorenko 1-2H,6569,Lazorenko - Tank 3,3,400.37856,1.668244,2,145N,098W,MC KENZIE
"Continental Resources, Inc.",3306101452,-102.7110543,48.2255298,210307,Rehak 1-25H,5556,Rehak - Tank 1,1,400.37856,1.668244,25,155N,094W,MOUNTRAIL
"Continental Resources, Inc.",3306101452,-102.7110543,48.2255298,210307,Rehak 1-25H,5557,Rehak - Tank 2,2,400.37856,1.668244,25,155N,094W,MOUNTRAIL
"Continental Resources, Inc.",3306101452,-102.7110543,48.2255298,210307,Rehak 1-25H,5558,Rehak - Tank 3,3,400.37856,1.668244,25,155N,094W,MOUNTRAIL
"Continental Resources, Inc.",3306101453,-102.7551451,48.1377369,210308,Vachal 1-27H,5542,Vachal 1-27H Tank 1,1,404.71626,1.68631775,27,154N,094W,MOUNTRAIL
"Continental Resources, Inc.",3306101453,-102.7551451,48.1377369,210308,Vachal 1-27H,5543,Vachal 1-27H Tank 2,2,404.76906,1.68653775,27,154N,094W,MOUNTRAIL
"Continental Resources, Inc.",3306101453,-102.7551451,48.1377369,210308,Vachal 1-27H,5544,Vachal 1-27H Tank 3,3,404.76906,1.68653775,27,154N,094W,MOUNTRAIL
"Continental Resources, Inc.",3305303272,-103.3176056,47.9633465,210310,Chicago 1-26H,5422,Chicago - Tank 1 (51494),1,404.66,1.686083333,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303272,-103.3176056,47.9633465,210310,Chicago 1-26H,5423,Chicago - Tank 2 (51495),2,404.66,1.686083333,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303272,-103.3176056,47.9633465,210310,Chicago 1-26H,5424,Chicago - Tank 3 (51492),3,404.66,1.686083333,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303244,-103.361353,47.9923004,210315,Wahpeton 1-16H,5667,Wahpeton - Tank 1,1,400.37856,1.668244,16,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303244,-103.361353,47.9923004,210315,Wahpeton 1-16H,5668,Wahpeton - Tank 2,2,400.37856,1.668244,16,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303244,-103.361353,47.9923004,210315,Wahpeton 1-16H,5669,Wahpeton - Tank 3,3,400.37856,1.668244,16,152N,099W,MC KENZIE
"Continental Resources, Inc.",2508322861,-104.7880928,47.9407243,210320,Amestoy 1-6H,5228,Amestoy 1-6H Tank 1,1,404.66,1.686083333,6,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322861,-104.7880928,47.9407243,210320,Amestoy 1-6H,5229,Amestoy 1-6H Tank 2,2,404.72,1.686333333,6,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322861,-104.7880928,47.9407243,210320,Amestoy 1-6H,5230,Amestoy 1-6H Tank 3,3,404.61,1.685875,6,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322911,-104.62466,47.95522,210326,Calvin 1-33H,6612,Calvin - Tank 1,1,405.19729,1.688322042,33,026N,055E,RICHLAND
"Continental Resources, Inc.",2508322911,-104.62466,47.95522,210326,Calvin 1-33H,6613,Calvin - Tank 2,2,405.35591,1.688982958,33,026N,055E,RICHLAND
"Continental Resources, Inc.",2508322911,-104.62466,47.95522,210326,Calvin 1-33H,6614,Calvin - Tank 3,3,405.25031,1.688542958,33,026N,055E,RICHLAND
"Continental Resources, Inc.",3305303271,-103.1209752,47.8770168,210327,He 1-20H,5284,He - Tank (1) 51755,1,404.66,1.686083333,20,151N,097W,MC KENZIE
"Continental Resources, Inc.",3305303271,-103.1209752,47.8770168,210327,He 1-20H,5286,He - Tank (2) 51771,2,404.66,1.686083333,20,151N,097W,MC KENZIE
"Continental Resources, Inc.",3305303271,-103.1209752,47.8770168,210327,He 1-20H,5285,He - Tank (3) 51772,3,404.66,1.686083333,20,151N,097W,MC KENZIE
"Continental Resources, Inc.",2508322864,-104.472734,48.019306,210358,Herness 1-15H,5514,Herness 1-15H Tank 1 (52371),1,405.57,1.689875,15,026N,056E,RICHLAND
"Continental Resources, Inc.",2508322864,-104.472734,48.019306,210358,Herness 1-15H,5515,Herness 1-15H Tank 2 (52822),2,404.93,1.687208333,15,026N,056E,RICHLAND
"Continental Resources, Inc.",2508322864,-104.472734,48.019306,210358,Herness 1-15H,5516,Herness 1-15H Tank 3 (52823),3,404.88,1.687,15,026N,056E,RICHLAND
"Continental Resources, Inc.",3305303766,-102.7288512,48.0536476,210362,Antelope 3-23H,7304,Antelope 3 - Tank 1,1,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303766,-102.7288512,48.0536476,210362,Antelope 3-23H,7305,Antelope 3 - Tank 2,2,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303766,-102.7288512,48.0536476,210362,Antelope 3-23H,7306,Antelope 3 - Tank 3,3,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303767,-102.7284833,48.0536484,210363,Antelope 4-23H,7363,Antelope 4 - Tank 1,1,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303767,-102.7284833,48.0536484,210363,Antelope 4-23H,7364,Antelope 4 - Tank 2,2,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303767,-102.7284833,48.0536484,210363,Antelope 4-23H,7365,Antelope 4 - Tank 3,3,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303768,-102.7290352,48.0536472,210364,Bohmbach 3-35H,7309,Bohmbach 3 - Tank 1,1,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303768,-102.7290352,48.0536472,210364,Bohmbach 3-35H,7310,Bohmbach 3 - Tank 2,2,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303768,-102.7290352,48.0536472,210364,Bohmbach 3-35H,7311,Bohmbach 3 - Tank 3,3,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303769,-102.7286672,48.053648,210365,Bohmbach 4-35H,7368,Bohmbach 4 - Tank 1,1,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303769,-102.7286672,48.053648,210365,Bohmbach 4-35H,7369,Bohmbach 4 - Tank 2,2,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303769,-102.7286672,48.053648,210365,Bohmbach 4-35H,7370,Bohmbach 4 - Tank 3,3,400.37856,1.668244,23,153N,094W,MC KENZIE
"Continental Resources, Inc.",3305303337,-103.3759723,47.9918527,210392,Jamestown 1-17H,6623,Jamestown - Tank 1,1,400.37856,1.668244,17,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303337,-103.3759723,47.9918527,210392,Jamestown 1-17H,6624,Jamestown - Tank 2,2,400.37856,1.668244,17,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303337,-103.3759723,47.9918527,210392,Jamestown 1-17H,6625,Jamestown - Tank 3,3,400.37856,1.668244,17,152N,099W,MC KENZIE
"Continental Resources, Inc.",3310502104,-103.4606935,48.0973311,210393,Hayes 1-6H,5561,Hayes - Tank 1,1,405.82767,1.690948625,6,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502104,-103.4606935,48.0973311,210393,Hayes 1-6H,5562,Hayes - Tank 2,2,405.50958,1.68962325,6,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502104,-103.4606935,48.0973311,210393,Hayes 1-6H,5563,Hayes - Tank 3,3,405.72439,1.690518292,6,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502201,-103.4482892,48.0813655,210394,Jefferson 1-17H,5713,Jefferson 1-17 - Tank 1,1,404.71751,1.686322958,17,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502201,-103.4482892,48.0813655,210394,Jefferson 1-17H,5714,Jefferson 1-17 - Tank 2,2,404.77031,1.686542958,17,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502201,-103.4482892,48.0813655,210394,Jefferson 1-17H,5715,Jefferson 1-17 - Tank 3,3,404.82311,1.686762958,17,153N,099W,WILLIAMS
"Continental Resources, Inc.",3305303686,-103.5318737,47.8766497,210395,Berlain 1-30H,6438,Berlain - Tank 1,1,404.71751,1.686322958,30,151N,100W,MC KENZIE
"Continental Resources, Inc.",3305303686,-103.5318737,47.8766497,210395,Berlain 1-30H,6439,Berlain - Tank 2,2,404.77031,1.686542958,30,151N,100W,MC KENZIE
"Continental Resources, Inc.",3305303686,-103.5318737,47.8766497,210395,Berlain 1-30H,6440,Berlain - Tank 3,3,404.71626,1.68631775,30,151N,100W,MC KENZIE
"Continental Resources, Inc.",3310502108,-103.3813646,48.0673715,210399,Truman 1-23H,6276,Truman - Tank 1,1,400.37856,1.668244,23,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502108,-103.3813646,48.0673715,210399,Truman 1-23H,6277,Truman - Tank 2,2,400.37856,1.668244,23,153N,099W,WILLIAMS
"Continental Resources, Inc.",3310502108,-103.3813646,48.0673715,210399,Truman 1-23H,6278,Truman - Tank 3,3,400.37856,1.668244,23,153N,099W,WILLIAMS
"Continental Resources, Inc.",3302501333,-102.7837451,47.4740909,210405,Candee 2-9H,6880,Candee 2 - Tank 1,1,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501333,-102.7837451,47.4740909,210405,Candee 2-9H,6881,Candee 2 - Tank 2,2,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501333,-102.7837451,47.4740909,210405,Candee 2-9H,6882,Candee 2 - Tank 3,3,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501331,-102.7833535,47.4741074,210406,Candee 3-9H,6839,Candee 3 - Tank 1,1,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501331,-102.7833535,47.4741074,210406,Candee 3-9H,6840,Candee 3 - Tank 2,2,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501331,-102.7833535,47.4741074,210406,Candee 3-9H,6841,Candee 3 - Tank 3,3,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501332,-102.7834829,47.4741063,210407,Kukla 2-16H,6885,Kukla 2 - Tank 1,1,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501332,-102.7834829,47.4741063,210407,Kukla 2-16H,6886,Kukla 2 - Tank 2,2,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501332,-102.7834829,47.4741063,210407,Kukla 2-16H,6887,Kukla 2 - Tank 3,3,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501330,-102.7832241,47.4741071,210408,Kukla 3-16H,6849,Kukla 3 - Tank 1,1,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501330,-102.7832241,47.4741071,210408,Kukla 3-16H,6850,Kukla 3 - Tank 2,2,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3302501330,-102.7832241,47.4741071,210408,Kukla 3-16H,6851,Kukla 3 - Tank 3,3,400.37856,1.668244,4,146N,095W,DUNN
"Continental Resources, Inc.",3305303773,-103.35546,48.00868,210410,Boulder 1-4H,6628,Boulder - Tank 1,1,400.37856,1.668244,4,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303773,-103.35546,48.00868,210410,Boulder 1-4H,6629,Boulder - Tank 2,2,400.37856,1.668244,4,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303773,-103.35546,48.00868,210410,Boulder 1-4H,6630,Boulder - Tank 3,3,400.37856,1.668244,4,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303300,-103.120663,47.8760568,210412,Ivan 1-29H,5337,Ivan - Tank (1) 51502,1,404.56,1.685666667,29,151N,097W,MC KENZIE
"Continental Resources, Inc.",3305303300,-103.120663,47.8760568,210412,Ivan 1-29H,5338,Ivan - Tank (2) 51499,2,404.72,1.686333333,29,151N,097W,MC KENZIE
"Continental Resources, Inc.",3305303300,-103.120663,47.8760568,210412,Ivan 1-29H,5339,Ivan - Tank (3) 51491,3,404.72,1.686333333,29,151N,097W,MC KENZIE
"Continental Resources, Inc.",3305303503,-103.2323844,47.6159817,210419,Nils 1-25H,6143,Nils - Tank 1,1,400.37856,1.668244,25,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303503,-103.2323844,47.6159817,210419,Nils 1-25H,6144,Nils - Tank 2,2,400.37856,1.668244,25,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303503,-103.2323844,47.6159817,210419,Nils 1-25H,6145,Nils - Tank 3,3,400.37856,1.668244,25,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303913,-103.25806,47.64485,210420,Morison 1-14H,7388,Morison - Tank 1,1,400.37856,1.668244,14,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303913,-103.25806,47.64485,210420,Morison 1-14H,7389,Morison - Tank 2,2,400.37856,1.668244,14,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303913,-103.25806,47.64485,210420,Morison 1-14H,7390,Morison - Tank 3,3,400.37856,1.668244,14,148N,099W,MC KENZIE
"Continental Resources, Inc.",3305303280,-103.1751209,47.6450622,210424,Hogan 1-16H,5688,Hogan - Tank 1,1,400.37856,1.668244,16,148N,098W,MC KENZIE
"Continental Resources, Inc.",3305303280,-103.1751209,47.6450622,210424,Hogan 1-16H,5689,Hogan - Tank 2,2,400.37856,1.668244,16,148N,098W,MC KENZIE
"Continental Resources, Inc.",3305303280,-103.1751209,47.6450622,210424,Hogan 1-16H,5690,Hogan - Tank 3,3,400.37856,1.668244,16,148N,098W,MC KENZIE
"Continental Resources, Inc.",3308900620,-103.1598665,46.9795654,210426,Debrecen 1-3H,5708,Debrecen - Tank 1,1,400.37856,1.668244,3,140N,099W,STARK
"Continental Resources, Inc.",3308900620,-103.1598665,46.9795654,210426,Debrecen 1-3H,5709,Debrecen - Tank 2,2,400.37856,1.668244,3,140N,099W,STARK
"Continental Resources, Inc.",3308900620,-103.1598665,46.9795654,210426,Debrecen 1-3H,5710,Debrecen - Tank 3,3,400.37856,1.668244,3,140N,099W,STARK
"Continental Resources, Inc.",3302501223,-102.839949,47.4728947,210427,Pletan 2-18H,5662,Pletan 2 - Tank 1,1,400.37856,1.668244,18,146N,095W,DUNN
"Continental Resources, Inc.",3302501223,-102.839949,47.4728947,210427,Pletan 2-18H,5663,Pletan 2 - Tank 2,2,400.37856,1.668244,18,146N,095W,DUNN
"Continental Resources, Inc.",3302501223,-102.839949,47.4728947,210427,Pletan 2-18H,5664,Pletan 2 - Tank 3,3,400.37856,1.668244,18,146N,095W,DUNN
"Continental Resources, Inc.",3300701663,-103.2362482,47.2707522,210446,Haag 1x-21H,5323,Haag - Tank 1,1,400.37856,1.668244,21,144N,099W,BILLINGS
"Continental Resources, Inc.",3300701663,-103.2362482,47.2707522,210446,Haag 1x-21H,5324,Haag - Tank 2,2,400.37856,1.668244,21,144N,099W,BILLINGS
"Continental Resources, Inc.",3300701663,-103.2362482,47.2707522,210446,Haag 1x-21H,5325,Haag - Tank 3,3,400.37856,1.668244,21,144N,099W,BILLINGS
"Continental Resources, Inc.",3302501277,-102.9417666,47.3425674,210457,Rutledge 1-32H,5947,Rutledge - Tank 1,1,404.55786,1.68565775,32,145N,096W,DUNN
"Continental Resources, Inc.",3302501277,-102.9417666,47.3425674,210457,Rutledge 1-32H,5948,Rutledge - Tank 2,2,404.55786,1.68565775,32,145N,096W,DUNN
"Continental Resources, Inc.",3302501277,-102.9417666,47.3425674,210457,Rutledge 1-32H,5949,Rutledge - Tank 3,3,404.55786,1.68565775,32,145N,096W,DUNN
